Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employer痴 workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
1322,1989,Female,Accommodation and Food Services,Accommodation,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Regional,20%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Less than 10% of my time,10%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Less than 10% of my time,Less than 10% of my time,Somewhat disagree,Neither agree nor disagree,Somewhat agree,I知 10% less productive when working remotely,2,6,2,1,2,6,2,1,Connectivity (internet connection),"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,Lack of motivation,Poor management,My organisation's software and systems,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,Lack of motivation,Caring responsibilities,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Management discourages remote working,"IT equipment (computer, printer, etc.)",Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My on-the-job learning opportunities,My work-life balance,My working relationships,Managing my family responsibilities,My job satisfaction,Managing my family responsibilities,My opportunities to socialise,My work-life balance,My job satisfaction,My work-life balance,My opportunities to socialise,My personal relationships
1323,1971,Male,"Transport, Postal and Warehousing",Rail Transport,Labourers,Factory Process ,More than 200,No,Couple with dependent children,Between 6 and 12 months,Regional,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Less than 10% of my time,Rarely or never ,NA,NA,NA,NA,NA,NA,I would not have preferred to work remotely ,Less than 10% of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I知 20% more productive when working remotely,1,8,5,5,2,10,5,7,Poor management,Connectivity (internet connection),Cyber security,Feeling left out and/or isolated,Connectivity (internet connection),I have tasks that can't be done remotely,Connectivity (internet connection),Management discourages remote working,"IT equipment (computer, printer, etc.)",Lack of motivation,"IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Management discourages remote working,"IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,Cyber security,Lack of remote working skills,Cyber security,Management discourages remote working,Managing my family responsibilities,My on-the-job learning opportunities,Managing my family responsibilities,My mental wellbeing,Managing my family responsibilities,My job satisfaction,The number of hours  I work,My mental wellbeing,The number of hours  I work,My job satisfaction,Managing my personal commitments,My job satisfaction
1324,1969,Female,Retail Trade,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,Sales ,Sales Support ,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40%,20%,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,I知 30% more productive when working remotely,1,7,10,6,1,7,10,6,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,Lack of remote working skills,Lack of motivation,Cyber security,Lack of motivation,Cyber security,I have tasks that can't be done remotely,Managing my family responsibilities,My work-life balance,Managing my family responsibilities,My working relationships,Managing my family responsibilities,My working relationships,Managing my personal commitments,My opportunities to socialise,My job satisfaction,My work-life balance,My job satisfaction,My personal relationships
1325,1972,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,Between 1 and 4,No,Couple with dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,2,4,4,2,0,4,4,4,Connectivity (internet connection),"IT equipment (computer, printer, etc.)",Cyber security,Lack of motivation,I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Cyber security,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Difficulty collaborating remotely,Management discourages remote working,"IT equipment (computer, printer, etc.)",Lack of motivation,Cyber security,Lack of motivation,Cyber security,"My living situation (e.g. location, home size, who I live with)",My work-life balance,My on-the-job learning opportunities,Managing my personal commitments,My opportunities to socialise,My daily expenses,My working relationships,My work-life balance,My on-the-job learning opportunities,My work-life balance,My on-the-job learning opportunities,My daily expenses,My opportunities to socialise
1326,1974,Female,Retail Trade,Food Retailing,Managers,"Hospitality, Retail and Service Managers",More than 200,Yes,Couple with dependent children,More than 5 years,Regional,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,90%,Strongly agree,Strongly agree,Strongly agree,I知 50% more productive when working remotely (or more),6,6,0.5,0,0.25,9,2,2,"IT equipment (computer, printer, etc.)",Connectivity (internet connection),Lack of motivation,Feeling left out and/or isolated,I have tasks that can't be done remotely,Poor management,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,Lack of motivation,Lack of motivation,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Caring responsibilities,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,My work-life balance,The number of hours  I work,Preparing for work and commuting,My working relationships,Preparing for work and commuting,Managing my family responsibilities,My work-life balance,The number of hours  I work,My work-life balance,The number of hours  I work,Managing my personal commitments,My opportunities to socialise
1327,1995,Male,Education and Training,Tertiary Education,Managers,Specialist Managers,Between 20 and 199,Yes,Single person,Between 6 and 12 months,Metro,60%,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,50% - About half of my time,60%,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,50% - About half of my time,30%,Somewhat agree,Neither agree nor disagree,Strongly agree,I知 40% more productive when working remotely,1,8,3,3,0,8,5,4,Feeling left out and/or isolated,Connectivity (internet connection),Lack of motivation,Connectivity (internet connection),I have tasks that can't be done remotely,Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)",Connectivity (internet connection),Lack of motivation,Difficulty collaborating remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)","My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Management discourages remote working,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of remote working skills,Cyber security,Management discourages remote working,Managing my family responsibilities,My work-life balance,Managing my family responsibilities,My working relationships,Managing my family responsibilities,Preparing for work and commuting,My work-life balance,My opportunities to socialise,My personal relationships,My daily expenses,Managing my personal commitments,My opportunities to socialise
1328,1990,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Farmers and Farm Managers,Between 1 and 4,Yes,Couple with dependent children,Between 1 and 5 years,Metro,40%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,30%,30%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,50% - About half of my time,70%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I知 10% more productive when working remotely,7,0,2,1,7,2,1,1,"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,Lack of motivation,Connectivity (internet connection),My organisation's software and systems,Feeling left out and/or isolated,Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,"IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,Difficulty collaborating remotely,Lack of remote working skills,"IT equipment (computer, printer, etc.)",Caring responsibilities,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Cyber security,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",The number of hours  I work,Managing my family responsibilities,My opportunities to socialise,Managing my family responsibilities,Preparing for work and commuting,My working relationships,My mental wellbeing,My opportunities to socialise,My personal relationships,The number of hours  I work,My mental wellbeing,My opportunities to socialise
1329,1992,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,I知 10% more productive when working remotely,2.5,6.5,13,2,0,7.5,14.5,2,Feeling left out and/or isolated,Poor management,Feeling left out and/or isolated,Poor management,Feeling left out and/or isolated,I have tasks that can't be done remotely,Feeling left out and/or isolated,Poor management,"IT equipment (computer, printer, etc.)",Lack of motivation,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of remote working skills,Lack of motivation,I have tasks that can't be done remotely,Managing my family responsibilities,My working relationships,Managing my personal commitments,My working relationships,Managing my family responsibilities,My working relationships,Managing my personal commitments,My opportunities to socialise,My daily expenses,My job satisfaction,Managing my personal commitments,My opportunities to socialise
1330,1977,Male,Construction,Building Construction,Machinery operators and drivers,Machine and Stationary Plant Operators,Between 1 and 4,No,Couple with dependent children,Between 1 and 5 years,Metro,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,80%,Somewhat agree,Somewhat agree,Somewhat agree,I知 40% more productive when working remotely,0,8,12,4,1,8,13,2,Caring responsibilities,Connectivity (internet connection),Lack of motivation,Feeling left out and/or isolated,Poor management,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Lack of motivation,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,I have tasks that can't be done remotely,My organisation's software and systems,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My on-the-job learning opportunities,My working relationships,My mental wellbeing,Managing my personal commitments,My job satisfaction,My daily expenses,The number of hours  I work,My opportunities to socialise,My on-the-job learning opportunities,My work-life balance,My mental wellbeing,My daily expenses
1331,1987,Female,"Electricity, Gas, Water and Waste Services","Water Supply, Sewerage and Drainage Services",Professionals,Education Professionals,Between 5 and 19,Yes,Couple with no dependent children,Between 6 and 12 months,Metro,Less than 10% of my time,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Less than 10% of my time,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,I would prefer not to work remotely ,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,10,10,0,4,10,10,4,0,Poor management,Feeling left out and/or isolated,Lack of motivation,Feeling left out and/or isolated,Feeling left out and/or isolated,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)",Feeling left out and/or isolated,Difficulty collaborating remotely,Lack of motivation,Difficulty collaborating remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,Lack of motivation,Lack of remote working skills,My work-life balance,My working relationships,My working relationships,My opportunities to socialise,My working relationships,My personal relationships,My work-life balance,My opportunities to socialise,My work-life balance,My personal relationships,My opportunities to socialise,My daily expenses
1332,1979,Male,Information Media and Telecommunications,Library and Other Information Services,Professionals,ICT Professionals,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Regional,Less than 10% of my time,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,20%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,100% - All of my time,60%,Somewhat agree,Neither agree nor disagree,Somewhat agree,I知 20% more productive when working remotely,3.5,8,4,1,0,9,6,1,Difficulty collaborating remotely,Caring responsibilities,Connectivity (internet connection),Lack of motivation,Connectivity (internet connection),"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)",Management discourages remote working,Difficulty collaborating remotely,Lack of motivation,Caring responsibilities,I have tasks that can't be done remotely,Caring responsibilities,Lack of remote working skills,"IT equipment (computer, printer, etc.)",My organisation's software and systems,Cyber security,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,My work-life balance,My working relationships,Managing my family responsibilities,My opportunities to socialise,My personal relationships,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,My on-the-job learning opportunities,Managing my personal commitments,My opportunities to socialise
1333,1992,Male,Administrative and Support Services,Administrative Services,Managers,Specialist Managers,More than 200,Yes,Group household,Between 6 and 12 months,Metro,40%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,60%,100% - I spent all of my time remote working,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,50% - About half of my time,60%,Somewhat disagree,Somewhat disagree,Somewhat agree,I知 20% less productive when working remotely,1,8,1,2,0,7,4,4,Feeling left out and/or isolated,Poor management,Lack of motivation,Cyber security,I have tasks that can't be done remotely,My organisation's software and systems,Feeling left out and/or isolated,Management discourages remote working,Lack of motivation,Caring responsibilities,I have tasks that can't be done remotely,My organisation's software and systems,Difficulty collaborating remotely,Caring responsibilities,Management discourages remote working,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,Cyber security,Lack of motivation,Management discourages remote working,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My opportunities to socialise,Preparing for work and commuting,My personal relationships,The number of hours  I work,My mental wellbeing,The number of hours  I work,My personal relationships,My daily expenses,My mental wellbeing
1334,1995,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Single person,Between 1 and 5 years,Metro,40%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,30%,30%,Neither agree nor disagree,Strongly agree,Somewhat agree,I知 40% more productive when working remotely,1,9,1,1,0,10,1,1,"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,Connectivity (internet connection),Cyber security,My organisation's software and systems,Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of remote working skills,Cyber security,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",My organisation's software and systems,Lack of remote working skills,Management discourages remote working,Difficulty collaborating remotely,My organisation's software and systems,I have tasks that can't be done remotely,"My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",Management discourages remote working,My work-life balance,The number of hours  I work,Managing my personal commitments,My working relationships,My job satisfaction,My daily expenses,Managing my personal commitments,My work-life balance,My daily expenses,My job satisfaction,My job satisfaction,My daily expenses
1335,1974,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional,20%,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,I知 30% more productive when working remotely,5,8,2,2,0,10,4,3,Connectivity (internet connection),Feeling left out and/or isolated,Feeling left out and/or isolated,Lack of motivation,I have tasks that can't be done remotely,Feeling left out and/or isolated,Feeling left out and/or isolated,Connectivity (internet connection),Lack of motivation,Caring responsibilities,My organisation's software and systems,Caring responsibilities,Lack of remote working skills,Management discourages remote working,Difficulty collaborating remotely,I have tasks that can't be done remotely,Lack of motivation,Management discourages remote working,Lack of remote working skills,Management discourages remote working,My work-life balance,Managing my family responsibilities,My working relationships,Managing my personal commitments,Managing my family responsibilities,My working relationships,My work-life balance,Managing my personal commitments,My work-life balance,My on-the-job learning opportunities,My job satisfaction,Managing my personal commitments
